year,channel_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2018,Central Government,Turkmenistan,0.004607,0.00456
2018,Central Government,Lebanon,0.610562,0.586272
2018,Central Government,Zambia,3.623955,3.928433
2018,European Union Institutions,West Bank and Gaza Strip,0.566505,0.560639
2018,Donor country-based NGO,Botswana,0.07579,0.075005
2018,International Labour Organisation - Assessed Contributions,"Bilateral, unspecified",5.709799,5.932876
2018,"",Sudan,0.347889,0.362088
2018,International Food Policy Research Institute,Ethiopia,0.034629,0.039938
2018,"",Burkina Faso,1.044697,1.087334
2018,International Labour Organisation - Assessed Contributions,"Africa, regional",0.157648,0.164082
2018,International Labour Organisation - Assessed Contributions,Argentina,0.152616,0.158846
2018,International Labour Organisation - Assessed Contributions,Cuba,0.003262,0.003395
2018,International Labour Organisation - Assessed Contributions,Cameroon,0.161532,0.168125
2018,International Labour Organisation - Assessed Contributions,"America, regional",0.420457,0.437617
2018,International Labour Organisation - Assessed Contributions,Sierra Leone,0.045864,0.047735
2018,International Labour Organisation - Assessed Contributions,Morocco,0.02471,0.025718
2018,International Labour Organisation - Assessed Contributions,Democratic Republic of the Congo,0.079796,0.083052
2018,International Labour Organisation - Assessed Contributions,Lao People's Democratic Republic,0.030811,0.032069
2018,International Labour Organisation - Assessed Contributions,Nigeria,0.069292,0.07212
2018,International Labour Organisation - Assessed Contributions,Togo,0.121073,0.126015
2018,International Labour Organisation - Assessed Contributions,Cabo Verde,0.027547,0.028672
2018,International Labour Organisation - Assessed Contributions,Nepal,0.074807,0.077859
2018,International Labour Organisation - Assessed Contributions,Serbia,0.027262,0.028375
2018,International Labour Organisation - Assessed Contributions,Tajikistan,0.07398,0.077
2018,International Labour Organisation - Assessed Contributions,Kyrgyzstan,0.176089,0.183276
2018,International Labour Organisation - Assessed Contributions,Honduras,0.134535,0.140027
2018,International Labour Organisation - Assessed Contributions,Mexico,0.22717,0.236442
2018,International Labour Organisation - Assessed Contributions,Colombia,0.097462,0.10144
2018,"",Bolivia,0.156561,0.162951
2018,International Labour Organisation - Assessed Contributions,Peru,0.158353,0.164816
2018,International Labour Organisation - Assessed Contributions,South Africa,0.043722,0.045507
2018,International Labour Organisation - Assessed Contributions,Jordan,0.015922,0.016571
2018,International Labour Organisation - Assessed Contributions,Cambodia,0.077282,0.080436
2018,International Labour Organisation - Assessed Contributions,Sudan,0.122194,0.127182
2018,International Labour Organisation - Assessed Contributions,Thailand,0.024898,0.025915
2018,International Labour Organisation - Assessed Contributions,Indonesia,0.088016,0.091609
2018,International Labour Organisation - Assessed Contributions,Brazil,0.005714,0.005947
2018,International Labour Organisation - Assessed Contributions,"South of Sahara, regional",1.04757,1.038319
2018,International Labour Organisation - Assessed Contributions,Comoros,0.004426,0.004605
2018,International Labour Organisation - Assessed Contributions,Timor-Leste,0.028729,0.029902
2018,International Labour Organisation - Assessed Contributions,Guyana,0.123709,0.128758
2018,International Labour Organisation - Assessed Contributions,Costa Rica,0.017079,0.017776
2018,International Labour Organisation - Assessed Contributions,Dominica,0.010899,0.011344
2018,International Labour Organisation - Assessed Contributions,Sri Lanka,0.021007,0.021864
2018,International Labour Organisation - Assessed Contributions,Mauritania,0.010596,0.011028
2018,International Labour Organisation - Regular Budget Supplementary Account,West Bank and Gaza Strip,0.97603,1.015866
2018,International Labour Organisation - Assessed Contributions,Sao Tome and Principe,0.124963,0.130063
2018,International Labour Organisation - Assessed Contributions,Mozambique,0.112685,0.117285
2018,International Labour Organisation - Assessed Contributions,Eswatini,0.063212,0.06579
2018,International Labour Organisation - Assessed Contributions,India,0.130909,0.136251
2018,International Labour Organisation - Assessed Contributions,China (People's Republic of),0.396817,0.413013
2018,International Labour Organisation - Assessed Contributions,Ukraine,0.200399,0.208578
2018,International Labour Organisation - Assessed Contributions,Viet Nam,0.206212,0.214628
2018,International Labour Organisation - Assessed Contributions,Myanmar,0.023521,0.02448
2018,International Labour Organisation - Assessed Contributions,Chad,0.005864,0.006104
2018,International Labour Organisation - Regular Budget Supplementary Account,Ukraine,0.13573,0.14127
2018,International Labour Organisation - Assessed Contributions,Moldova,0.075434,0.078513
2018,International Labour Organisation - Assessed Contributions,"Far East Asia, regional",0.003099,0.003225
2018,International Labour Organisation - Assessed Contributions,Niger,0.069006,0.071822
2018,International Labour Organisation - Assessed Contributions,Kenya,0.058338,0.060719
2018,International Labour Organisation - Assessed Contributions,Ghana,0.014027,0.014598
2018,International Labour Organisation - Assessed Contributions,Equatorial Guinea,0.001317,0.001371
2018,International Labour Organisation - Assessed Contributions,Liberia,0.063381,0.065967
2018,International Labour Organisation - Assessed Contributions,Mali,0.074006,0.077027
2018,International Labour Organisation - Assessed Contributions,Senegal,0.158802,0.165283
2018,International Labour Organisation - Assessed Contributions,Botswana,0.002479,0.002581
2018,International Labour Organisation - Regular Budget Supplementary Account,Iraq,0.04093,0.042601
2018,International Labour Organisation - Regular Budget Supplementary Account,Honduras,0.05956,0.061991
2018,International Labour Organisation - Assessed Contributions,Bangladesh,0.465566,0.484568
2018,International Labour Organisation - Assessed Contributions,"Caribbean & Central America, regional",0.181701,0.189118
2018,International Labour Organisation - Assessed Contributions,Guinea,0.00107,0.001113
2018,International Labour Organisation - Assessed Contributions,Azerbaijan,0.005364,0.005582
2018,International Labour Organisation - Assessed Contributions,"Central Asia, regional",0.006235,0.00649
2018,International Labour Organisation - Assessed Contributions,Malawi,0.168402,0.175275
2018,International Labour Organisation - Assessed Contributions,Pakistan,0.429625,0.44716
2018,International Labour Organisation - Assessed Contributions,Zambia,0.138646,0.144306
2018,International Labour Organisation - Assessed Contributions,Philippines,0.064233,0.066854
2018,International Labour Organisation - Assessed Contributions,Bolivia,0.000823,0.000856
2018,International Labour Organisation - Regular Budget Supplementary Account,El Salvador,0.19541,0.203385
2018,International Labour Organisation - Assessed Contributions,Tunisia,0.097467,0.101445
2018,International Labour Organisation - Assessed Contributions,Malaysia,0.047608,0.049552
2018,International Labour Organisation - Assessed Contributions,Mongolia,0.002787,0.002901
2018,International Labour Organisation - Assessed Contributions,West Bank and Gaza Strip,0.101338,0.105474
2018,International Labour Organisation - Assessed Contributions,Lesotho,0.00356,0.003705
2018,International Labour Organisation - Assessed Contributions,Ethiopia,0.086903,0.090451
2018,International Labour Organisation - Assessed Contributions,"Asia, regional",0.004751,0.004945
2018,International Labour Organisation - Assessed Contributions,Namibia,0.063947,0.066557
2018,International Labour Organisation - Assessed Contributions,Fiji,0.00465,0.004839
2018,International Labour Organisation - Assessed Contributions,Guinea-Bissau,0.017114,0.017813
2018,United Nations Development Programme,Timor-Leste,0.006225,0.006479
2018,International Labour Organisation - Assessed Contributions,El Salvador,0.083368,0.086771
2018,International Labour Organisation - Assessed Contributions,Benin,0.060178,0.062635
2018,International Labour Organisation - Assessed Contributions,Ecuador,0.105894,0.110216
2018,International Labour Organisation - Regular Budget Supplementary Account,Tajikistan,0.055,0.057245
2018,"",Kenya,1.192383,1.241047
2018,International Labour Organisation - Assessed Contributions,Congo,0.001323,0.001376
2018,International Labour Organisation - Assessed Contributions,Tanzania,0.069329,0.072159
2018,International Labour Organisation - Assessed Contributions,Paraguay,0.119172,0.124035
2018,International Labour Organisation - Assessed Contributions,Iraq,0.069985,0.072842
2018,International Labour Organisation - Assessed Contributions,Central African Republic,0.114732,0.119415
2018,International Labour Organisation - Regular Budget Supplementary Account,Niger,0.00288,0.002998
2018,International Labour Organisation - Regular Budget Supplementary Account,Cameroon,0.03984,0.041466
2018,International Labour Organisation - Assessed Contributions,Lebanon,0.203093,0.211382
2018,International Labour Organisation - Assessed Contributions,Algeria,0.039372,0.040979
2018,International Labour Organisation - Assessed Contributions,Syrian Arab Republic,0.002332,0.002427
2018,International Labour Organisation - Regular Budget Supplementary Account,Liberia,0.00075,0.000781
2018,"",Nigeria,1.822338,1.896715
2018,International Labour Organisation - Assessed Contributions,Albania,0.002676,0.002785
2018,International Labour Organisation - Assessed Contributions,Uzbekistan,0.100536,0.10464
2018,International Labour Organisation - Assessed Contributions,Burkina Faso,0.000713,0.000742
2018,"",China (People's Republic of),0.957734,0.996823
2018,"",Jordan,0.213662,0.222383
2018,United Nations Development Programme,Djibouti,0.004276,0.004451
2018,United Nations Development Programme,Sudan,0.082531,0.0859
2018,United Nations Development Programme,Kyrgyzstan,0.0359,0.037365
2018,United Nations Development Programme,Senegal,1.510075,1.571707
2018,United Nations Development Programme,Mexico,0.072017,0.074956
2018,Public Sector Institutions,Peru,0.009818,0.010218
2018,United Nations Development Programme,Fiji,0.001671,0.001739
2018,United Nations Development Programme,Burundi,2.380785,2.477954
2018,United Nations Development Programme,Haiti,2.40638,2.173976
2018,United Nations Development Programme,Bosnia and Herzegovina,0.122696,0.127704
2018,United Nations Development Programme,Tunisia,0.048503,0.050483
2018,"",Dominican Republic,0.133908,0.139372
2018,United Nations Development Programme,Congo,8e-06,8e-06
2018,United Nations Development Programme,"Europe, regional",0.23386,0.243404
2018,United Nations Development Programme,"Africa, regional",0.729294,0.75906
2018,Public Sector Institutions,Burkina Faso,0.169668,0.176593
2018,Public Sector Institutions,Zambia,0.11048,0.114989
2018,Recipient Government,Chad,5.849618,6.088365
2018,United Nations Development Programme,Guinea,0.158182,0.164638
2018,United Nations Development Programme,Jamaica,0.040616,0.042274
2018,Recipient Government,Cabo Verde,0.081292,0.084609
2018,United Nations Development Programme,"Asia, regional",0.985416,1.025634
2018,"",Morocco,0.268411,0.279367
2018,United Nations Development Programme,Montenegro,0.006334,0.006592
2018,United Nations Development Programme,El Salvador,0.01105,0.011502
2018,United Nations Development Programme,Turkmenistan,0.011681,0.012158
2018,"United Nations (UN) agency, fund or commission",Chad,0,0
2018,"",Argentina,0.420808,0.437982
2018,Public Sector Institutions,Bangladesh,0.030265,0.031501
2018,United Nations Development Programme,Mali,0.043442,0.045215
2018,Donor country-based NGO,Gambia,0.053355,0.055572
2018,International NGO,Senegal,0.045885,0.047792
2018,Developing country-based NGO,Jamaica,0.066026,0.068771
2018,"",Chad,0.143863,0.149734
2018,Donor country-based NGO,"South America, regional",0.304993,0.296516
2018,Donor country-based NGO,Solomon Islands,0.011204,0.01167
2018,International NGO,Uganda,0.006669,0.006947
2018,International NGO,Brazil,0.011415,0.011889
2018,International NGO,India,0.006669,0.006947
2018,World Health Organisation - core voluntary contributions account,Jamaica,0.04215,0.043902
2018,International NGO,"South of Sahara, regional",0.132586,0.138097
2018,International NGO,Malawi,0.020548,0.021402
2018,International NGO,Zimbabwe,0.024281,0.025291
2018,International NGO,South Africa,0.036834,0.038365
2018,Donor country-based NGO,Togo,0.141309,0.146705
2018,International NGO,Liberia,0.045709,0.047609
2018,Donor country-based NGO,Colombia,6.219591,7.130074
2018,Developing country-based NGO,Democratic Republic of the Congo,1.78453,1.703598
2018,Other non-financial corporations,Jordan,0.080168,0.092458
2018,Other non-financial corporations,Côte d'Ivoire,0.080168,0.092458
2018,Other non-financial corporations,Egypt,0.080168,0.092458
2018,"University, college or other teaching institution, research institute or think-tank",Zimbabwe,0.0192,0.020245
2018,Developing country-based NGO,Zimbabwe,0.125036,0.135867
2018,Central Government,States Ex-Yugoslavia unspecified,0.000679,0.000685
2018,Central Government,Rwanda,0.003,0.003038
2018,"",Mauritania,0.088402,0.092011
2018,Recipient Government,"Africa, regional",3.593049,3.739696
2018,Recipient Government,"America, regional",1.1836,1.231907
2018,Recipient Government,"South America, regional",0.127237,0.132595
2018,"",Cabo Verde,0.081136,0.084447
2018,"","Bilateral, unspecified",6.454502,6.717936
2018,"",Viet Nam,0.161025,0.167596
2018,Investment funds and other collective investment institutions,"Africa, regional",0.059728,0.068885
2018,Investment funds and other collective investment institutions,India,0.059728,0.068885
2018,"",Yemen,0.825172,0.85885
2018,"",Nepal,0.366119,0.381062
2018,"",Angola,0.335086,0.348761
2018,"",South Sudan,0.001422,0.00148
2018,"",Sierra Leone,1.168258,1.21594
2018,"",Iran,0.116973,0.121749
2018,"",Côte d'Ivoire,0.515069,0.536092
2018,"",Zimbabwe,1.349634,1.404719
2018,"",Azerbaijan,0.42102,0.438203
2018,"",Sao Tome and Principe,0.079912,0.083174
2018,"",Rwanda,0.616291,0.641445
2018,"",Djibouti,0.013369,0.013915
2018,"",Congo,0.183775,0.191275
2018,"",Albania,0.251185,0.261436
2018,"",Central African Republic,0.527595,0.549128
2018,"",Democratic Republic of the Congo,2.95289,3.073411
2018,"",Senegal,0.698679,0.727194
2018,"",Honduras,0.108605,0.113037
2018,"",Cameroon,0.664716,0.691845
2018,"",Cambodia,0.737559,0.76766
2018,"",Jamaica,0.078617,0.081826
2018,"",Liberia,0.275547,0.286793
2018,"",Uganda,0.99967,1.040471
2018,"",Guinea-Bissau,0.351928,0.36629
2018,"",North Macedonia,0.237305,0.246989
